station_id,name,lat,lon
3214,Essex Light Rail,40.7127742,-74.0364857
3215,Central Ave,40.7467299,-74.0492509
3216,Columbia Park,40.6970299,-74.0969366
3217,Bayside Park,40.698650544,-74.082079678
3219,NYCBS Depot - STY,40.729193,-73.976655
3220,5 Corners Library,40.73496102,-74.0595030785
3221,47 Ave & 31 St,40.743,-73.93561
3222,Hanson Pl & St Felix St,40.6851595999,-73.9771136642
3223,E 55 St & 3 Ave,40.7589965596,-73.9686539769
3224,W 13 St & Hudson St,40.739973541,-74.005138725
3225,Baldwin at Montgomery,40.7236589,-74.0641943
3226,W 82 St & Central Park West,40.78275,-73.97137
3229,Marcy Ave & MacDonough St,40.6806176846,-73.946249485
3230,Penn Station Valet,40.751283597,-73.9969244599
3231,E 67 St & Park Ave,40.7678008015,-73.9659208059
3232,Bond St & Fulton St,40.6896218879,-73.9830426872
3233,E 48 St & 5 Ave,40.7572456791,-73.9780591428
3234,E 40 St & Madison Ave,40.7515936845,-73.9804315567
3235,E 41 St & Madison Ave,40.7521652806,-73.979921937
3236,PABT Valet,40.758984814,-73.9937996864
3237,21 St & 41 Ave,40.7538334344,-73.9426767826
3238,E 80 St & 2 Ave,40.7739139024,-73.9543953538
3241,Monroe St & Tompkins Ave,40.686203,-73.944694
3242,Schermerhorn St & Court St,40.6910292568,-73.9918336272
3243,E 58 St & 1 Ave,40.7589238638,-73.9622622728
3244,University Pl & E 8 St,40.7314372409,-73.9949034154
3246,Montague St & Clinton St,40.6942811414,-73.9923003316
3249,Verona Pl & Fulton St,40.680356084,-73.9476791024
